serial number,account_info,duration_month,Loan,Regularity,Purpose,credit_amount,savings_account,Saving Account,employment_st,Salary,investment,Gender,Status,gurantors,resident_since,property_type,age,installment_type,housing_type,credits_no,job_type,liables,telephone,foreigner
389,SILVER,15,YES,NO,A49,2326,A63,723,A73,2199,43.98,M,Umarried,A101,4,A123,27,A141,A152,1,A173,1,A191,A201
390,NA,9,YES,YES,A49,1449,A61,77,A74,1400,42,F,Divorced,A101,2,A123,27,A143,A152,2,A173,1,A191,A201
391,NA,18,YES,YES,A40,1820,A61,95,A73,2361,47.22,M,Married,A101,2,A122,30,A143,A152,1,A174,1,A192,A201
392,SILVER,12,YES,YES,A40,983,A64,1684,A72,3056,30.56,F,Divorced,A101,4,A121,19,A143,A151,1,A172,1,A191,A201
393,BRONZE,36,YES,YES,A40,3249,A61,57,A74,2064,41.28,M,Umarried,A101,4,A124,39,A141,A153,1,A174,2,A192,A201
394,BRONZE,6,YES,NO,A40,1957,A61,39,A74,2726,27.26,F,Divorced,A101,4,A123,31,A143,A152,1,A173,1,A191,A201
395,NA,9,YES,NO,A40,2406,A61,62,A71,2541,50.82,M,Umarried,A101,3,A123,31,A143,A152,1,A174,1,A191,A201
396,SILVER,39,YES,NO,A46,11760,A62,425,A74,2206,44.12,M,Umarried,A101,3,A124,32,A143,A151,1,A173,1,A192,A201
397,BRONZE,12,YES,YES,A40,2578,A61,64,A71,1380,41.4,F,Divorced,A101,4,A124,55,A143,A153,1,A174,1,A191,A201
398,BRONZE,36,YES,NO,A40,2348,A61,69,A73,1521,45.63,M,Married,A101,2,A122,46,A143,A152,2,A173,1,A192,A201
399,SILVER,12,YES,YES,A40,1223,A61,26,A75,3085,30.85,M,Divorced,A101,1,A121,46,A143,A151,2,A173,1,A191,A201
400,NA,24,YES,NO,A40,1516,A64,2391,A73,1180,47.2,F,Divorced,A101,1,A121,43,A143,A152,2,A172,1,A191,A201
401,NA,18,YES,YES,A40,1473,A61,5,A72,1217,36.51,M,Married,A101,4,A121,39,A143,A152,1,A173,1,A192,A201
402,SILVER,18,YES,NO,A49,1887,A65,NA,A73,746,29.84,M,Married,A101,4,A121,28,A141,A152,2,A173,1,A191,A201
403,NA,24,YES,NO,A49,8648,A61,32,A72,2295,45.9,M,Umarried,A101,2,A123,27,A141,A152,2,A173,1,A192,A201
404,NA,14,YES,NO,A40,802,A61,85,A73,930,37.2,M,Umarried,A101,2,A123,27,A143,A152,2,A172,1,A191,A201
405,SILVER,18,YES,NO,A40,2899,A65,NA,A75,886,35.44,M,Umarried,A101,4,A123,43,A143,A152,1,A173,2,A191,A201
406,SILVER,24,YES,YES,A40,2039,A61,40,A72,3499,34.99,M,Married,A101,1,A122,22,A143,A152,1,A173,1,A192,A201
407,NA,24,YES,NO,A40,2197,A65,NA,A74,934,37.36,M,Umarried,A101,4,A123,43,A143,A152,2,A173,2,A192,A201
408,BRONZE,15,YES,YES,A40,1053,A61,3,A72,941,37.64,M,Married,A101,2,A121,27,A143,A152,1,A173,1,A191,A202
409,NA,24,YES,YES,A40,3235,A63,965,A75,1317,39.51,M,Divorced,A101,2,A123,26,A143,A152,1,A174,1,A192,A201
410,GOLD,12,YES,NO,A40,939,A63,580,A74,798,31.92,M,Married,A101,2,A121,28,A143,A152,3,A173,1,A192,A201
411,SILVER,24,YES,YES,A40,1967,A61,18,A75,1038,41.52,F,Divorced,A101,4,A123,20,A143,A152,1,A173,1,A192,A201
412,NA,33,YES,NO,A40,7253,A61,85,A74,1499,44.97,M,Umarried,A101,2,A123,35,A143,A152,2,A174,1,A192,A201
413,NA,12,YES,NO,A49,2292,A61,75,A71,1031,41.24,M,Umarried,A101,2,A123,42,A142,A152,2,A174,1,A192,A201
414,NA,10,YES,YES,A40,1597,A63,569,A73,1465,43.95,M,Umarried,A101,2,A124,40,A143,A151,1,A172,2,A191,A202
415,BRONZE,24,YES,YES,A40,1381,A65,NA,A73,716,28.64,F,Divorced,A101,2,A122,35,A143,A152,1,A173,1,A191,A201
416,NA,36,YES,NO,A40,5842,A61,71,A75,2509,50.18,M,Umarried,A101,2,A122,35,A143,A152,2,A173,2,A192,A201
417,BRONZE,12,YES,YES,A40,2579,A61,84,A72,822,32.88,M,Umarried,A101,1,A121,33,A143,A152,1,A172,2,A191,A201
418,BRONZE,18,YES,NO,A46,8471,A65,NA,A73,3195,31.95,F,Divorced,A101,2,A123,23,A143,A151,2,A173,1,A192,A201
419,NA,21,YES,YES,A40,2782,A63,589,A74,3457,34.57,F,Divorced,A101,2,A123,31,A141,A152,1,A174,1,A191,A201
420,SILVER,18,YES,YES,A40,1042,A65,NA,A73,1112,44.48,F,Divorced,A101,2,A122,33,A143,A152,1,A173,1,A191,A201
421,NA,15,YES,YES,A40,3186,A64,1334,A74,1817,36.34,F,Divorced,A101,3,A123,20,A143,A151,1,A173,1,A191,A201
422,SILVER,12,YES,YES,A40,2028,A65,NA,A73,1087,43.48,M,Umarried,A101,2,A123,30,A143,A152,1,A173,1,A191,A201
423,SILVER,12,YES,NO,A40,958,A61,1,A74,2558,51.16,M,Umarried,A101,3,A121,47,A143,A152,2,A172,2,A191,A201
424,NA,21,YES,NO,A40,1591,A62,448,A74,731,29.24,M,Umarried,A101,3,A121,34,A143,A152,2,A174,1,A191,A201
425,SILVER,12,YES,YES,A40,2762,A65,NA,A75,3423,34.23,F,Divorced,A101,2,A122,25,A141,A152,1,A173,1,A192,A201
426,SILVER,18,YES,YES,A40,2779,A61,90,A73,2611,26.11,M,Married,A101,3,A123,21,A143,A151,1,A173,1,A192,A201
427,NA,28,YES,NO,A40,2743,A61,25,A75,764,30.56,M,Umarried,A101,2,A123,29,A143,A152,2,A173,1,A191,A201
428,NA,18,YES,NO,A40,1149,A64,3592,A73,1073,42.92,M,Umarried,A101,3,A121,46,A143,A152,2,A173,1,A191,A201
429,NA,9,YES,YES,A40,1313,A61,75,A75,3092,30.92,M,Umarried,A101,4,A123,20,A143,A152,1,A173,1,A191,A201
430,BRONZE,18,YES,NO,A40,1190,A61,98,A71,2511,50.22,F,Divorced,A101,4,A124,55,A143,A153,3,A171,2,A191,A201
431,NA,5,YES,YES,A49,3448,A61,26,A74,2647,26.47,M,Umarried,A101,4,A121,74,A143,A152,1,A172,1,A191,A201
432,SILVER,24,YES,YES,A410,11328,A61,19,A73,1848,36.96,M,Umarried,A102,3,A123,29,A141,A152,2,A174,1,A192,A201
433,BRONZE,6,YES,NO,A40,1872,A61,30,A71,960,38.4,M,Umarried,A101,4,A124,36,A143,A153,3,A174,1,A192,A201
434,NA,24,YES,NO,A40,2058,A61,76,A73,1119,44.76,M,Divorced,A101,2,A121,33,A143,A152,2,A173,1,A192,A201
435,BRONZE,9,YES,YES,A40,2136,A61,70,A73,1216,36.48,M,Umarried,A101,2,A121,25,A143,A152,1,A173,1,A191,A201
436,SILVER,12,YES,YES,A40,1484,A65,NA,A73,2370,47.4,M,Married,A101,1,A121,25,A143,A152,1,A173,1,A192,A201
437,NA,6,YES,YES,A40,660,A63,885,A74,2125,42.5,M,Married,A101,4,A121,23,A143,A151,1,A172,1,A191,A201
438,NA,24,YES,NO,A40,1287,A64,1171,A75,1142,45.68,F,Divorced,A101,4,A121,37,A143,A152,2,A173,1,A192,A201
439,BRONZE,42,YES,NO,A40,3394,A61,39,A71,719,28.76,M,Umarried,A102,4,A123,65,A143,A152,2,A171,1,A191,A201
440,GOLD,12,NO,YES,A49,609,A61,29,A72,889,35.56,F,Divorced,A101,1,A121,26,A143,A152,1,A171,1,A191,A201
441,NA,12,YES,YES,A40,1884,A61,3,A75,822,32.88,M,Umarried,A101,4,A123,39,A143,A152,1,A174,1,A192,A201
442,BRONZE,12,YES,YES,A40,1620,A61,43,A73,2219,44.38,F,Divorced,A102,3,A122,30,A143,A152,1,A173,1,A191,A201
443,SILVER,20,YES,NO,A410,2629,A61,81,A73,2109,42.18,M,Umarried,A101,3,A123,29,A141,A152,2,A173,1,A192,A201
444,NA,12,YES,YES,A46,719,A61,73,A75,975,39,M,Umarried,A101,4,A123,41,A141,A152,1,A172,2,A191,A201
445,SILVER,48,YES,NO,A40,5096,A61,94,A73,2221,44.42,F,Divorced,A101,3,A123,30,A143,A152,1,A174,1,A192,A201
446,NA,9,YES,NO,A46,1244,A65,NA,A75,860,34.4,F,Divorced,A101,4,A122,41,A143,A151,2,A172,1,A191,A201
447,BRONZE,36,YES,YES,A40,1842,A61,53,A72,1018,40.72,F,Divorced,A101,4,A123,34,A143,A152,1,A173,1,A192,A201
448,SILVER,7,YES,YES,A40,2576,A61,61,A73,2459,49.18,M,Umarried,A103,2,A121,35,A143,A152,1,A173,1,A191,A201
449,GOLD,12,YES,YES,A40,1424,A65,NA,A75,1480,44.4,F,Divorced,A101,4,A121,55,A143,A152,1,A174,1,A192,A201
450,SILVER,15,YES,NO,A40,1512,A64,2799,A73,1685,50.55,M,Married,A101,3,A122,61,A142,A152,2,A173,1,A191,A201
451,NA,36,YES,NO,A40,11054,A65,NA,A73,1137,45.48,M,Umarried,A101,2,A123,30,A143,A152,1,A174,1,A192,A201
452,NA,6,YES,YES,A40,518,A61,34,A73,1488,44.64,F,Divorced,A101,1,A121,29,A143,A152,1,A173,1,A191,A201
453,NA,12,NO,YES,A40,2759,A61,31,A75,2108,42.16,M,Umarried,A101,4,A122,34,A143,A152,2,A173,1,A191,A201
454,NA,24,YES,YES,A40,2670,A61,50,A75,1196,47.84,M,Umarried,A101,4,A123,35,A143,A152,1,A174,1,A192,A201
455,BRONZE,24,YES,YES,A40,4817,A61,22,A74,2294,45.88,M,Umarried,A102,3,A122,31,A143,A152,1,A173,1,A192,A201
456,NA,24,YES,YES,A40,2679,A61,69,A72,762,30.48,F,Divorced,A101,1,A124,29,A143,A152,1,A174,1,A192,A201
457,BRONZE,11,YES,NO,A40,3905,A61,55,A73,2566,51.32,M,Umarried,A101,2,A121,36,A143,A151,2,A173,2,A191,A201
458,BRONZE,12,YES,YES,A40,3386,A61,10,A75,1263,37.89,M,Umarried,A101,4,A124,35,A143,A153,1,A173,1,A192,A201
459,BRONZE,6,YES,YES,A40,343,A61,28,A72,822,32.88,F,Divorced,A101,1,A121,27,A143,A152,1,A173,1,A191,A201
460,NA,18,YES,YES,A40,4594,A61,30,A72,1351,40.53,M,Umarried,A101,2,A123,32,A143,A152,1,A173,1,A192,A201
461,BRONZE,36,YES,YES,A40,3620,A61,34,A73,2961,29.61,M,Umarried,A103,2,A122,37,A143,A152,1,A173,2,A191,A201
462,BRONZE,15,YES,YES,A40,1721,A61,47,A72,2124,42.48,M,Umarried,A101,3,A121,36,A143,A152,1,A173,1,A191,A201
463,SILVER,12,YES,YES,A40,3017,A61,3,A72,1482,44.46,F,Divorced,A101,1,A121,34,A143,A151,1,A174,1,A191,A201
464,SILVER,12,YES,YES,A48,754,A65,NA,A75,944,37.76,M,Umarried,A101,4,A122,38,A143,A152,2,A173,1,A191,A201
465,NA,18,YES,YES,A49,1950,A61,24,A74,1106,44.24,M,Umarried,A101,1,A123,34,A142,A152,2,A173,1,A192,A201
466,BRONZE,24,YES,YES,A40,2924,A61,55,A73,1621,48.63,M,Umarried,A103,4,A124,63,A141,A152,1,A173,2,A192,A201
467,BRONZE,24,YES,NO,A40,1659,A61,16,A72,818,32.72,F,Divorced,A101,2,A123,29,A143,A151,1,A172,1,A192,A201
468,NA,48,YES,NO,A40,7238,A65,NA,A75,1618,48.54,M,Umarried,A101,3,A123,32,A141,A152,2,A173,2,A191,A201
469,NA,33,YES,NO,A49,2764,A61,8,A73,2237,44.74,F,Divorced,A101,2,A123,26,A143,A152,2,A173,1,A192,A201
470,NA,24,YES,NO,A40,4679,A61,19,A74,1630,48.9,M,Umarried,A101,3,A123,35,A143,A152,2,A172,1,A192,A201
471,SILVER,24,YES,YES,A40,3092,A62,357,A72,1202,36.06,M,Married,A101,2,A123,22,A143,A151,1,A173,1,A192,A201
472,BRONZE,6,YES,YES,A46,448,A61,53,A72,779,31.16,F,Divorced,A101,4,A122,23,A143,A152,1,A173,1,A191,A201
473,BRONZE,9,YES,YES,A40,654,A61,8,A73,1044,41.76,M,Umarried,A101,3,A123,28,A143,A152,1,A172,1,A191,A201
474,NA,6,YES,YES,A48,1238,A65,NA,A71,1139,45.56,M,Umarried,A101,4,A122,36,A143,A152,1,A174,2,A192,A201
475,SILVER,18,YES,NO,A40,1245,A61,43,A73,732,29.28,M,Married,A101,2,A123,33,A143,A152,1,A173,1,A191,A201
476,BRONZE,18,NO,YES,A40,3114,A61,32,A72,2861,28.61,F,Divorced,A101,4,A122,26,A143,A151,1,A173,1,A191,A201
477,NA,39,YES,YES,A40,2569,A63,702,A73,839,33.56,M,Umarried,A101,4,A123,24,A143,A152,1,A173,1,A191,A201
478,GOLD,24,YES,YES,A40,5152,A61,4,A74,1041,41.64,M,Umarried,A101,2,A123,25,A141,A152,1,A173,1,A191,A201
479,SILVER,12,YES,YES,A49,1037,A62,295,A74,1638,49.14,M,Umarried,A101,4,A121,39,A143,A152,1,A172,1,A191,A201
480,BRONZE,15,YES,NO,A40,1478,A61,29,A75,852,34.08,M,Umarried,A101,4,A123,44,A143,A152,2,A173,2,A192,A201
481,SILVER,12,YES,NO,A40,3573,A61,87,A73,3362,33.62,F,Divorced,A101,1,A121,23,A143,A152,1,A172,1,A191,A201
482,SILVER,24,YES,YES,A40,1201,A61,23,A72,1052,42.08,M,Umarried,A101,1,A122,26,A143,A152,1,A173,1,A191,A201
483,BRONZE,30,YES,YES,A40,3622,A64,3507,A75,1183,47.32,F,Divorced,A101,4,A122,57,A143,A151,2,A173,1,A192,A201
484,NA,15,YES,NO,A40,960,A64,2334,A74,1628,48.84,F,Divorced,A101,2,A122,30,A143,A152,2,A173,1,A191,A201
485,NA,12,YES,NO,A40,1163,A63,674,A73,951,38.04,M,Umarried,A101,4,A121,44,A143,A152,1,A173,1,A192,A201
486,SILVER,6,YES,NO,A40,1209,A61,10,A71,722,28.88,M,Umarried,A101,4,A122,47,A143,A152,1,A174,1,A192,A201
487,NA,12,YES,YES,A40,3077,A61,46,A73,2322,46.44,M,Umarried,A101,4,A123,52,A143,A152,1,A173,1,A192,A201
488,NA,24,YES,YES,A40,3757,A61,67,A75,985,39.4,F,Divorced,A102,4,A124,62,A143,A153,1,A173,1,A192,A201
489,NA,10,YES,YES,A40,1418,A62,353,A73,1402,42.06,M,Umarried,A101,2,A121,35,A143,A151,1,A172,1,A191,A202
490,NA,6,YES,YES,A40,3518,A61,17,A73,2336,46.72,M,Umarried,A103,3,A122,26,A143,A151,1,A173,1,A191,A201
491,NA,12,YES,NO,A40,1934,A61,85,A75,2270,45.4,M,Umarried,A101,2,A124,26,A143,A152,2,A173,1,A191,A201
492,SILVER,27,NO,YES,A49,8318,A61,31,A75,2068,41.36,F,Divorced,A101,4,A124,42,A143,A153,2,A174,1,A192,A201
493,NA,6,YES,NO,A40,1237,A62,291,A73,2786,27.86,F,Divorced,A101,1,A122,27,A143,A152,2,A173,1,A191,A201
494,SILVER,6,YES,YES,A40,368,A65,NA,A75,944,37.76,M,Umarried,A101,4,A122,38,A143,A152,1,A173,1,A191,A201
495,BRONZE,12,YES,NO,A40,2122,A61,47,A73,1718,51.54,M,Umarried,A101,2,A121,39,A143,A151,2,A172,2,A191,A202
496,BRONZE,24,YES,YES,A40,2996,A65,NA,A73,1903,38.06,M,Married,A101,4,A123,20,A143,A152,1,A173,1,A191,A201
497,SILVER,36,YES,YES,A40,9034,A62,470,A72,1043,41.72,M,Umarried,A102,1,A124,29,A143,A151,1,A174,1,A192,A201
498,NA,24,YES,NO,A40,1585,A61,13,A74,990,39.6,M,Umarried,A101,3,A122,40,A143,A152,2,A173,1,A191,A201
499,SILVER,18,YES,YES,A40,1301,A61,15,A75,1107,44.28,M,Married,A103,2,A121,32,A143,A152,1,A172,1,A191,A201
500,GOLD,6,YES,NO,A40,1323,A62,382,A75,2298,45.96,M,Divorced,A101,4,A123,28,A143,A152,2,A173,2,A192,A201
501,BRONZE,24,YES,YES,A40,3123,A61,51,A72,736,29.44,F,Divorced,A101,1,A122,27,A143,A152,1,A173,1,A191,A201
502,BRONZE,36,YES,YES,A40,5493,A61,11,A75,2586,51.72,M,Umarried,A101,4,A124,42,A143,A153,1,A173,2,A191,A201
503,GOLD,9,YES,YES,A40,1126,A62,159,A75,2384,47.68,M,Divorced,A101,4,A121,49,A143,A152,1,A173,1,A191,A201
504,SILVER,24,YES,NO,A40,1216,A62,109,A72,797,31.88,M,Umarried,A101,4,A124,38,A141,A152,2,A173,2,A191,A201
505,BRONZE,24,YES,YES,A40,1207,A61,11,A72,994,39.76,F,Divorced,A101,4,A122,24,A143,A151,1,A173,1,A191,A201
506,NA,10,YES,YES,A40,1309,A65,NA,A73,1115,44.6,M,Umarried,A103,4,A122,27,A143,A152,1,A172,1,A191,A201
507,GOLD,15,YES,NO,A40,2360,A63,792,A73,2573,51.46,M,Umarried,A101,2,A123,36,A143,A152,1,A173,1,A192,A201
508,SILVER,15,NO,YES,A40,6850,A62,392,A71,2863,28.63,M,Umarried,A101,2,A122,34,A143,A152,1,A174,2,A192,A201
509,NA,24,YES,YES,A40,1413,A61,28,A73,1132,45.28,M,Married,A101,2,A122,28,A143,A152,1,A173,1,A191,A201
510,NA,39,YES,YES,A40,8588,A62,161,A75,1013,40.52,M,Umarried,A101,2,A123,45,A143,A152,1,A174,1,A192,A201
511,BRONZE,12,YES,YES,A40,759,A61,97,A74,952,38.08,M,Umarried,A101,2,A121,26,A143,A152,1,A173,1,A191,A201
512,NA,36,YES,YES,A40,4686,A61,80,A73,1988,39.76,M,Umarried,A101,2,A124,32,A143,A153,1,A174,1,A192,A201
513,GOLD,15,YES,YES,A49,2687,A61,6,A74,2167,43.34,M,Umarried,A101,4,A122,26,A143,A151,1,A173,1,A192,A201
514,SILVER,12,YES,NO,A40,585,A61,29,A73,752,30.08,M,Married,A102,4,A121,20,A143,A151,2,A173,1,A191,A201
515,NA,24,YES,YES,A40,2255,A65,NA,A72,861,34.44,M,Umarried,A101,1,A122,54,A143,A152,1,A173,1,A191,A201
516,BRONZE,6,YES,NO,A40,609,A61,24,A74,847,33.88,F,Divorced,A101,3,A122,37,A143,A152,2,A173,1,A191,A202
517,BRONZE,6,YES,NO,A40,1361,A61,61,A72,2465,49.3,M,Umarried,A101,4,A121,40,A143,A152,1,A172,2,A191,A202
518,NA,36,YES,NO,A40,7127,A61,1,A72,2287,45.74,F,Divorced,A101,4,A122,23,A143,A151,2,A173,1,A192,A201
519,BRONZE,6,YES,YES,A40,1203,A62,323,A75,1291,38.73,M,Umarried,A101,2,A122,43,A143,A152,1,A173,1,A192,A201
520,NA,6,YES,NO,A40,700,A65,NA,A75,876,35.04,M,Umarried,A101,4,A124,36,A143,A153,2,A173,1,A191,A201
521,NA,24,YES,NO,A40,5507,A61,86,A75,1786,53.58,M,Umarried,A101,4,A124,44,A143,A153,2,A173,1,A191,A201
522,BRONZE,18,YES,YES,A40,3190,A61,11,A73,2232,44.64,F,Divorced,A101,2,A121,24,A143,A152,1,A173,1,A191,A201
523,BRONZE,48,NO,YES,A40,7119,A61,61,A73,1458,43.74,M,Umarried,A101,4,A124,53,A143,A153,2,A173,2,A191,A201
524,NA,24,YES,YES,A40,3488,A62,378,A74,1316,39.48,F,Divorced,A101,4,A123,23,A143,A152,1,A173,1,A191,A201
525,SILVER,18,YES,YES,A40,1113,A61,53,A73,844,33.76,F,Divorced,A103,4,A121,26,A143,A152,1,A172,2,A191,A201
526,SILVER,26,YES,YES,A40,7966,A61,67,A72,2399,47.98,M,Umarried,A101,3,A123,30,A143,A152,2,A173,1,A191,A201
527,NA,15,YES,NO,A46,1532,A62,487,A73,731,29.24,F,Divorced,A101,3,A123,31,A143,A152,1,A173,1,A191,A201
528,NA,4,YES,NO,A40,1503,A61,31,A74,1951,39.02,M,Umarried,A101,1,A121,42,A143,A152,2,A172,2,A191,A201
529,BRONZE,36,YES,YES,A40,2302,A61,81,A73,710,28.4,M,Divorced,A101,4,A123,31,A143,A151,1,A173,1,A191,A201
530,BRONZE,6,YES,YES,A40,662,A61,34,A72,1351,40.53,M,Umarried,A101,4,A121,41,A143,A152,1,A172,2,A192,A201
531,SILVER,36,YES,YES,A46,2273,A61,4,A74,1237,37.11,M,Umarried,A101,1,A123,32,A143,A152,2,A173,2,A191,A201
532,SILVER,15,YES,YES,A40,2631,A62,415,A73,2406,48.12,F,Divorced,A101,4,A123,28,A143,A151,2,A173,1,A192,A201
533,NA,12,YES,NO,A40,1503,A61,29,A73,1182,47.28,M,Married,A101,4,A121,41,A143,A151,1,A173,1,A191,A201
534,NA,24,YES,YES,A40,1311,A62,185,A74,1102,44.08,M,Married,A101,3,A122,26,A143,A152,1,A173,1,A192,A201
535,NA,24,YES,YES,A40,3105,A65,NA,A72,1140,45.6,M,Umarried,A101,2,A123,25,A143,A152,2,A173,1,A191,A201
536,GOLD,21,YES,NO,A46,2319,A61,16,A72,2145,42.9,M,Divorced,A101,1,A123,33,A143,A151,1,A173,1,A191,A201
537,BRONZE,6,YES,YES,A40,1374,A65,NA,A71,944,37.76,F,Divorced,A101,3,A122,75,A143,A152,1,A174,1,A192,A201
538,SILVER,18,YES,NO,A40,3612,A61,25,A75,1652,49.56,F,Divorced,A101,4,A122,37,A143,A152,1,A173,1,A192,A201
539,BRONZE,48,YES,YES,A40,7763,A61,93,A75,986,39.44,M,Umarried,A101,4,A124,42,A141,A153,1,A174,1,A191,A201
540,GOLD,18,YES,YES,A40,3049,A61,8,A72,3323,33.23,F,Divorced,A101,1,A122,45,A142,A152,1,A172,1,A191,A201
541,SILVER,12,YES,YES,A40,1534,A61,60,A72,3083,30.83,M,Married,A101,1,A121,23,A143,A151,1,A173,1,A191,A201
542,NA,24,YES,NO,A40,2032,A61,87,A75,1079,43.16,M,Umarried,A101,4,A124,60,A143,A153,2,A173,1,A192,A201
543,BRONZE,30,YES,YES,A40,6350,A65,NA,A75,915,36.6,M,Umarried,A101,4,A122,31,A143,A152,1,A173,1,A191,A201
544,GOLD,18,YES,YES,A40,2864,A61,61,A73,1950,39,M,Umarried,A101,1,A121,34,A143,A152,1,A172,2,A191,A201
545,NA,12,YES,NO,A40,1255,A61,77,A75,876,35.04,M,Umarried,A101,4,A121,61,A143,A152,2,A172,1,A191,A201
546,BRONZE,24,YES,NO,A40,1333,A61,56,A71,718,28.72,M,Umarried,A101,2,A121,43,A143,A153,2,A173,2,A191,A201
547,NA,24,YES,NO,A40,2022,A61,29,A73,1055,42.2,F,Divorced,A101,4,A123,37,A143,A152,1,A173,1,A192,A201
548,NA,24,YES,YES,A40,1552,A61,74,A74,1283,38.49,M,Umarried,A101,1,A123,32,A141,A152,1,A173,2,A191,A201
549,BRONZE,12,NO,YES,A40,626,A61,12,A73,964,38.56,F,Divorced,A101,4,A121,24,A141,A152,1,A172,1,A191,A201
550,NA,48,YES,NO,A40,8858,A65,NA,A74,2101,42.02,M,Umarried,A101,1,A124,35,A143,A153,2,A173,1,A192,A201
551,NA,12,YES,NO,A40,996,A65,NA,A74,1192,47.68,F,Divorced,A101,4,A121,23,A143,A152,2,A173,1,A191,A201
552,NA,6,NO,YES,A40,1750,A63,853,A75,2187,43.74,M,Umarried,A101,4,A122,45,A141,A152,1,A172,2,A191,A201
553,BRONZE,48,YES,YES,A40,6999,A61,55,A74,3393,33.93,M,Married,A103,1,A121,34,A143,A152,2,A173,1,A192,A201
554,SILVER,12,YES,NO,A40,1995,A62,369,A72,930,37.2,M,Umarried,A101,1,A123,27,A143,A152,1,A173,1,A191,A201
555,SILVER,9,YES,YES,A46,1199,A61,7,A74,921,36.84,F,Divorced,A101,4,A122,67,A143,A152,2,A174,1,A192,A201
556,SILVER,12,YES,YES,A40,1331,A61,27,A72,2157,43.14,M,Umarried,A101,1,A123,22,A142,A152,1,A173,1,A191,A201
557,SILVER,18,NO,YES,A40,2278,A62,315,A72,1638,49.14,F,Divorced,A101,3,A123,28,A143,A152,2,A173,1,A191,A201
558,NA,21,NO,YES,A40,5003,A65,NA,A73,2951,29.51,F,Divorced,A101,4,A122,29,A141,A152,2,A173,1,A192,A201
559,BRONZE,24,NO,YES,A40,3552,A61,3,A74,1468,44.04,M,Umarried,A101,4,A123,27,A141,A152,1,A173,1,A191,A201
560,SILVER,18,YES,NO,A40,1928,A61,25,A72,2557,51.14,M,Umarried,A101,2,A121,31,A143,A152,2,A172,1,A191,A201
561,BRONZE,24,YES,YES,A40,2964,A65,NA,A75,782,31.28,M,Umarried,A101,4,A124,49,A141,A153,1,A173,2,A192,A201
562,BRONZE,24,NO,YES,A40,1546,A61,35,A74,847,33.88,M,Umarried,A103,4,A123,24,A141,A151,1,A172,1,A191,A201
563,GOLD,6,YES,NO,A40,683,A61,47,A72,2309,46.18,F,Divorced,A101,1,A122,29,A141,A152,1,A173,1,A191,A201
564,SILVER,36,YES,YES,A40,12389,A65,NA,A73,3468,34.68,M,Umarried,A101,4,A124,37,A143,A153,1,A173,1,A192,A201
565,SILVER,24,YES,NO,A49,4712,A65,NA,A73,1062,42.48,M,Umarried,A101,2,A122,37,A141,A152,2,A174,1,A192,A201
566,SILVER,24,YES,NO,A40,1553,A62,351,A74,1631,48.93,F,Divorced,A101,2,A122,23,A143,A151,2,A173,1,A192,A201
567,BRONZE,12,YES,YES,A40,1372,A61,44,A74,2406,48.12,M,Divorced,A101,3,A123,36,A143,A152,1,A173,1,A191,A201
568,NA,24,YES,NO,A40,2578,A64,2572,A75,2087,41.74,M,Umarried,A101,2,A123,34,A143,A152,1,A173,1,A191,A201
569,SILVER,48,YES,YES,A40,3979,A65,NA,A74,719,28.76,M,Umarried,A101,1,A123,41,A143,A152,2,A173,2,A192,A201
570,BRONZE,48,YES,YES,A40,6758,A61,64,A73,1735,52.05,F,Divorced,A101,2,A123,31,A143,A152,1,A173,1,A192,A201
571,BRONZE,24,YES,YES,A40,3234,A61,22,A72,707,28.28,F,Divorced,A101,4,A121,23,A143,A151,1,A172,1,A192,A201
572,NA,30,YES,NO,A40,5954,A61,48,A74,1421,42.63,M,Umarried,A102,2,A123,38,A143,A152,1,A173,1,A191,A201
573,NA,24,YES,YES,A40,5433,A65,NA,A71,2328,46.56,F,Divorced,A101,4,A122,26,A143,A151,1,A174,1,A192,A201
574,BRONZE,15,YES,YES,A49,806,A61,54,A73,958,38.32,F,Divorced,A101,4,A122,22,A143,A152,1,A172,1,A191,A201
575,SILVER,9,YES,YES,A40,1082,A61,75,A75,1023,40.92,M,Umarried,A101,4,A123,27,A143,A152,2,A172,1,A191,A201
576,NA,15,YES,NO,A40,2788,A61,20,A74,2052,41.04,F,Divorced,A102,3,A123,24,A141,A152,2,A173,1,A191,A201
577,SILVER,12,YES,YES,A40,2930,A61,87,A74,2011,40.22,F,Divorced,A101,1,A121,27,A143,A152,1,A173,1,A191,A201
578,NA,24,YES,NO,A46,1927,A65,NA,A73,1694,50.82,F,Divorced,A101,2,A123,33,A143,A152,2,A173,1,A192,A201
579,SILVER,36,YES,NO,A40,2820,A61,76,A72,856,34.24,M,Divorced,A101,4,A123,27,A143,A152,2,A173,1,A191,A201
580,NA,24,YES,YES,A48,937,A61,11,A72,984,39.36,M,Married,A101,3,A123,27,A143,A152,2,A172,1,A191,A201
581,SILVER,18,YES,NO,A40,1056,A61,99,A75,1391,41.73,M,Umarried,A103,3,A121,30,A141,A152,2,A173,1,A191,A201
582,SILVER,12,YES,NO,A40,3124,A61,7,A72,3124,31.24,M,Umarried,A101,3,A121,49,A141,A152,2,A172,2,A191,A201
583,NA,9,YES,YES,A40,1388,A61,90,A73,943,37.72,F,Divorced,A101,2,A121,26,A143,A151,1,A173,1,A191,A201
